Free Agents  Season  CBS Average Projections Scoring Stats
Player,Opp,Bye,FG,FGB,FL,MFG,MXP,Pa2P,PaInt,PaTD,PaYd,Re2P,ReTD,ReYd,Recpt,Ru2P,RuTD,RuYd,XP,XPB,FPTS,
Jonathan Stewart RB | CAR ,@TB,12,0,0,0.5,0,0,0,0,0,0,0,1.0,135.0,18.0,0,3.0,449.0,0,0,84.00
Allen Robinson WR | JAC ,@PHI,11,0,0,1.0,0,0,0,0,0,0,0,2.5,474.5,32.0,0,0,0,0,0,84.00
Ahmad Bradshaw RB | IND ,@DEN,10,0,0,1.5,0,0,0,0,0,0,0,0.5,158.5,19.5,0,3.0,465.5,0,0,83.50
Jason Avant WR | CAR,@TB,12,0,0,0.5,0,0,0,0,0,0,0,2.5,421.0,35.0,0,0,0,0,0,83.00
Marlon Brown WR | BAL,CIN,11,0,0,0,0,0,0,0,0,0,0,2.0,437.5,34.0,0,0,0,0,0,82.00
Adrien Robinson TE | NYG ,@DET,8,0,0,0,0,0,0,0,0,0,0,2.5,424.5,32.0,0,0,0,0,0,81.00
Michael Vick QB | NYJ ,OAK,11,0,0,1.5,0,0,0,4.5,6.5,1046.0,0,0,0,0,0,1.5,176.5,0,0,80.00
Knile Davis RB | KC,TEN,6,0,0,0.5,0,0,0,0,0,0,0,0.5,128.5,14.0,0,2.5,497.5,0,0,80.00
Owen Daniels TE | BAL,CIN,11,0,0,0,0,0,0,0,0,0,0,2.5,391.5,33.5,0,0,0,0,0,79.50
David Nelson WR | NYJ,OAK,11,0,0,0,0,0,0,0,0,0,0,1.5,420.5,36.5,0,0,0,0,0,79.50
